Title,Publication Year,Journal Name,DOI
Analysis on the temporal scaling behavior of extreme rainfall in Korean Peninsula based on high-resolution radar-based precipitation data,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101915
Exploiting electrical resistivity tomography for hydraulic tomography: Sandbox experiments,2024,Advances in Water Resources,10.1016/j.advwatres.2024.104778
On the role of lake level management in modulating climate change impacts on perialpine lakes,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101914
Climate variability and hydrology impacts in east Africa's Rwenzori Mountains,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101922
"Quantification of sector-specific groundwater withdrawals considering water diversion projects in the Hebei Province, China",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101923
"Strontium isotope analysis identifies the source and transport of fluvial suspended solids in the Fuji River Basin, Japan",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101920
Impact assessment of sea level rise-induced high tide flooding and socioeconomic losses in a highly vulnerable coastal region,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101921
"Novel framework for quantifying dam construction, climate change, and land-use change impacts on flow regime: A case study in Ganjiang River Basin, China",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101918
Uncertain effect of component differences on land evapotranspiration,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101904
"Quantitative analysis of dissolved carbon sources in the farmland artificial ditch drainage-Lake UlanSuhai continuum in the Hetao Irrigation District's, Inner Mongolia",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101910
Assessing terrestrial water storage variations in Afghanistan using GRACE and FLDAS-Central Asia data,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101906
"Flood-susceptible areas within the Yellow River Basin, China: Climate changes or socioeconomic behaviors",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101900
"The energy-limited water loss of an alpine shrubland on the northeastern Qinghai-Tibetan Plateau, China",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101905
Spatiotemporal pattern of water age in Dongting Lake before and after the operation of the Three Gorges Project,2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101902
"Identifying manning roughness coefficient using automatic calibration method and simulation of pollution incidents in the Nile River, Egypt",2024,Journal of Hydrology: Regional Studies,10.1016/j.ejrh.2024.101908
In search for representative elementary volume (REV) within heterogeneous materials: A survey of scalar and vector metrics using porous media as an example,2024,Advances in Water Resources,10.1016/j.advwatres.2024.104762
The nonlinear rainfall–quick flow relationships in a humid mountainous area: Roles of soil thickness and forest type,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131854
Globally assessing how evapotranspiration feedbacks govern the impacts of multi-year droughts,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131852
Empirical and physical modelling of soil erosion in agricultural hillslopes,2024,Journal of Hydrology and Hydromechanics,10.2478/johh-2024-0017
Development of forest ecosystems on biota monitoring plots in the area of influence of Gabčíkovo Waterwork,2024,Journal of Hydrology and Hydromechanics,10.2478/johh-2024-0011
Analysis of the unsaturated hydraulic properties of rocks using multiple laboratory methods,2024,Journal of Hydrology and Hydromechanics,10.2478/johh-2024-0012
"Long-term field pH manipulation influence on microbial activity, water repellency and physical properties of soil",2024,Journal of Hydrology and Hydromechanics,10.2478/johh-2024-0015
Experimental and numerical investigation of water freezing and thawing in fully saturated sand,2024,Journal of Hydrology and Hydromechanics,10.2478/johh-2024-0018
Optimal spur dike orientation for scour mitigation under downward seepage conditions,2024,Journal of Hydrology and Hydromechanics,10.2478/johh-2024-0019
A theoretical underpinning of the pesticide Groundwater Ubiquity Score (GUS),2024,Journal of Hydrology and Hydromechanics,10.2478/johh-2024-0016
Channel deformation around non-submerged spur dikes with different alignment angles under ice cover,2024,Journal of Hydrology and Hydromechanics,10.2478/johh-2024-0014
A thermal infrared imaging observation system for the measurement of overland flow velocities under controlled laboratory conditions,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131827
Functional evaluation of different soil hydraulic parametrizations in hydrological simulations reveals different model efficiency for soil moisture and water budget,2024,Journal of Hydrology and Hydromechanics,10.2478/johh-2024-0013
Physical basis of the potential evapotranspiration and its estimation over land,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131825
"The patterns of potential evapotranspiration and seasonal aridity under the change in climate in the upper Blue Nile basin, Ethiopia",2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131841
Transitioning practices of water utilities from reactive to proactive: Leveraging Australian best practices in digital technologies and data analytics,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131808
Assessing a transitional and turbulent overland flow resistance law for surfaces with different roughness,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131858
Ancient wisdom: A new perspective on the past and future Chinese precipitation patterns based on the twenty-four solar terms,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131873
Using natural tracers and calibrated analytical filter to highlight baseflow contribution to mountainous Mediterranean rivers in a context of climate change,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131842
Assimilating multivariate remote sensing data into a fully coupled subsurface-land surface hydrological model,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131812
An integrated approach to obtain high-precision regional root water uptake maps,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131771
Investigating hydrodynamics and turbulent effects in rivers for different flow conditions using spatial complexity metrics,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131790
Theoretical evaluation of high-permeability wellbore skin effect on aquifer response under pumping,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131824
Morphodynamics of sine-generated meandering streams under variations of the width-to-depth ratio: A numerical investigation,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131830
"Trends of water composition and discharge in the Ramganga River, Ganga Basin over the last 40 years signal enhanced nitrate flux",2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131822
Characterizing water level responses to barometric pressure fluctuations from seconds to days,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131843
Urban impervious cover characterization for rainfall-runoff analysis: Impacts of data availability and resolution,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131807
Effective approach to predict soil-water retention curve of bentonites considering adsorption and capillarity,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131799
Revisiting the tension water storage capacity distribution in conceptual rainfall-runoff modeling: A large-sample approach,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131834
Short-term load distribution model for giant cascade serial diversion-type hydropower stations,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131845
Daily trunk radial growth patterns in relation to precipitation in orange trees in the dry-hot valley region of Southwest China,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131856
Divergent rainfall infiltration patterns on the Chinese Loess Plateau between growing and non-growing seasons after long-term revegetation,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131816
Enhancing physically-based flood forecasts through fusion of long short-term memory neural network with unscented Kalman filter,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131819
Modeling total dissolved gas supersaturation in high dam reservoir using advanced novel bidirectional best-first disjoint aggregating M5-rule based algorithms: An innovative framework for ungauged regions,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131795
Combining signal decomposition and deep learning model to predict noisy runoff coefficient,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131815
Development of a leaf area index-based relative threshold method for identifying agricultural drought areas,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131846
Enhancing regional flood frequency analysis by integrating site-similarity measures with watershed modeling,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131754
A diagnostic approach to modeling watersheds with human interference,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131823
Global reduction in sensitivity of vegetation water use efficiency to increasing CO<inf>2</inf>,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131844
Impacts of hydrodynamic disturbance on black blooms: An in-situ study in Lake Taihu,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131794
Understanding the variability of large-scale statistical downscaling methods under different climate regimes,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131818
"Impacts of wastewater treatment plant effluents on dissolved inorganic carbon in highly urbanized karst rivers, Southwest China",2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131796
Evaluation of global seamless soil moisture products over China: A perspective of soil moisture sensitivity to precipitation,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131789
Scale-specific controls of monthly suspended sediment load in a typical inland river,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131847
Long-range hydrological drought forecasting using multi-year cycles in the North Atlantic Oscillation,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131831
A gap filling method for daily evapotranspiration of global flux data sets based on deep learning,2024,Journal of Hydrology,10.1016/j.jhydrol.2024.131787
